;idPedido;descTipoItem;descItem
2305;241;ingrediente 2;alho
2306;241;massa;massa tradicional
2307;242;bebida;refrigerante
2308;242;borda;borda tradicional
2309;242;ingrediente 1;tomate
2310;242;ingrediente 2;pepperoni
2311;242;ingrediente 3;calabresa
2312;242;ingrediente 4;orégano
2313;242;massa;massa fina
2314;242;queijo 1;provolone
2315;242;queijo 2;gorgonzola
2316;243;bebida;suco de laranja
2317;243;borda;cream cheese
2318;243;ingrediente 1;frango
2319;243;ingrediente 2;ovo
2320;243;ingrediente 3;azeitona
2321;243;ingrediente 4;bacon
2322;243;ingrediente 5;carne moída
2323;243;massa;massa tradicional
2324;243;queijo 1;mussarela
2325;243;queijo 2;catupiry
2326;244;bebida;vinho tinto
2327;244;borda;borda tradicional
2328;244;ingrediente 1;tomate
2329;244;ingrediente 2;azeitona
2330;244;ingrediente 3;pepperoni
2331;244;ingrediente 4;brócolis
2332;244;ingrediente 5;camarão
2333;244;massa;massa tradicional
2334;244;queijo 1;mussarela
2335;244;queijo 2;provolone
2336;245;bebida;suco de abacaxi
2337;245;borda;cream cheese
2338;245;ingrediente 1;pepperoni
2339;245;ingrediente 2;alho-poró
2340;245;ingrediente 3;carne seca
2341;245;ingrediente 4;brócolis
2342;245;ingrediente 5;palmito
2343;245;massa;massa tradicional
2344;245;queijo 1;provolone
2345;245;queijo 2;mussarela
2346;246;bebida;refrigerante
2347;246;borda;borda tradicional
2348;246;ingrediente 1;carne seca
2349;246;ingrediente 2;alho
2350;246;ingrediente 3;brócolis
2351;246;ingrediente 4;tomate seco
2352;246;ingrediente 5;pimenta biquinho
2353;246;massa;massa fina
2354;246;queijo 1;catupiry
2355;246;queijo 2;parmesão
2356;247;bebida;refrigerante
2357;247;borda;cream cheese
2358;247;ingrediente 1;calabresa
2359;247;ingrediente 2;queijo cheddar
2360;247;ingrediente 3;orégano
2361;247;massa;massa tradicional
2362;247;queijo 1;mussarela
2363;248;bebida;limonada
2364;248;borda;borda tradicional
2365;248;ingrediente 1;carne seca
2366;248;ingrediente 2;cogumelos
2367;248;ingrediente 3;frango
2368;248;ingrediente 4;bacon
2369;248;ingrediente 5;pepperoni
2370;248;massa;massa tradicional
2371;248;queijo 1;mussarela
2372;248;queijo 2;parmesão
2373;249;bebida;limonada
2374;249;borda;cream cheese
2375;249;ingrediente 1;frango
2376;249;ingrediente 2;pepperoni
2377;249;ingrediente 3;cebolinha
2378;249;ingrediente 4;pimentão
2379;249;ingrediente 5;alho-poró
2380;249;massa;massa tradicional
2381;249;queijo 1;cheddar
2382;249;queijo 2;parmesão
2383;250;bebida;suco de laranja
2384;250;borda;borda tradicional
2385;250;ingrediente 1;frango
2386;250;ingrediente 2;calabresa
2387;250;ingrediente 3;bacon
2388;250;ingrediente 4;carne moída
2389;250;ingrediente 5;presunto
2390;250;massa;massa fina
2391;250;queijo 1;mussarela
2392;250;queijo 2;parmesão
2393;251;bebida;refrigerante
2394;251;borda;borda tradicional
2395;251;ingrediente 1;calabresa
2396;251;ingrediente 2;frango
2397;251;ingrediente 3;bacon
2398;251;ingrediente 4;camarão
2399;251;ingrediente 5;atum
2400;251;massa;massa tradicional
2401;252;bebida;água com gás
2402;252;borda;catupiry
2403;252;ingrediente 1;presunto
2404;252;ingrediente 2;tomate
2405;252;ingrediente 3;azeitona
2406;252;ingrediente 4;cebola caramelizada
2407;252;ingrediente 5;queijo cheddar
2408;252;massa;massa tradicional
2409;252;queijo 1;mussarela
2410;252;queijo 2;provolone
2411;253;bebida;suco de laranja
2412;253;borda;catupiry
2413;253;ingrediente 1;bacon
2414;253;ingrediente 2;frango
2415;253;ingrediente 3;ovo
2416;253;ingrediente 4;calabresa
2417;253;massa;massa fina
2418;253;queijo 1;mussarela
2419;254;bebida;cerveja
2420;254;borda;borda tradicional
2421;254;ingrediente 1;tomate
2422;254;ingrediente 2;pepperoni
2423;254;ingrediente 3;cebolinha
2424;254;ingrediente 4;cebola caramelizada
2425;254;ingrediente 5;azeitona
2426;254;massa;massa tradicional
2427;254;queijo 1;mussarela
2428;254;queijo 2;provolone
2429;255;bebida;suco de uva
2430;255;borda;cheddar
2431;255;ingrediente 1;pepperoni
2432;255;ingrediente 2;calabresa
2433;255;ingrediente 3;cogumelos
2434;255;ingrediente 4;azeitona
2435;255;ingrediente 5;orégano
2436;255;massa;massa tradicional
2437;255;queijo 1;parmesão
2438;255;queijo 2;provolone
2439;256;bebida;refrigerante
2440;256;borda;catupiry
2441;256;ingrediente 1;frango
2442;256;ingrediente 2;azeitona
2443;256;ingrediente 3;tomate
2444;256;ingrediente 4;cebola
2445;256;massa;massa tradicional
2446;256;queijo 1;mussarela
2447;256;queijo 2;catupiry
2448;257;bebida;suco de laranja
2449;257;borda;borda tradicional
2450;257;ingrediente 1;calabresa
2451;257;ingrediente 2;cebola
2452;257;ingrediente 3;linguiça calabresa defumada
2453;257;ingrediente 4;ovo
2454;257;ingrediente 5;queijo cheddar
2455;257;massa;massa tradicional
2456;257;queijo 1;mussarela
2457;257;queijo 2;parmesão
2458;258;bebida;refrigerante
2459;258;borda;cream cheese
2460;258;ingrediente 1;bacon
2461;258;ingrediente 2;pepperoni
2462;258;ingrediente 3;pimenta biquinho
2463;258;ingrediente 4;tomate seco
2464;258;ingrediente 5;linguiça calabresa defumada
2465;258;massa;massa tradicional
2466;258;queijo 1;mussarela
2467;259;bebida;água com gás
2468;259;borda;borda tradicional
2469;259;ingrediente 1;pepperoni
2470;259;ingrediente 2;milho
2471;259;ingrediente 3;bacon
2472;259;ingrediente 4;orégano
2473;259;ingrediente 5;pimenta calabresa
2474;259;massa;massa fina
2475;259;queijo 1;mussarela
2476;259;queijo 2;parmesão
2477;260;bebida;suco de abacaxi
2478;260;borda;cheddar
2479;260;ingrediente 1;alcaparra
2480;260;ingrediente 2;frango
2481;260;ingrediente 3;bacon
2482;260;ingrediente 4;tomate seco
2483;260;ingrediente 5;presunto
2484;260;massa;massa fina
2485;260;queijo 1;queijo coalho
2486;260;queijo 2;cheddar
2487;261;bebida;vinho tinto
2488;261;borda;borda tradicional
2489;261;ingrediente 1;pepperoni
2490;261;massa;massa fina
2491;262;bebida;refrigerante
2492;262;borda;borda tradicional
2493;262;ingrediente 1;cebola
2494;262;ingrediente 2;tomate
2495;262;ingrediente 3;azeitona
2496;262;ingrediente 4;bacon
2497;262;ingrediente 5;calabresa
2498;262;massa;massa tradicional
2499;263;bebida;suco de abacaxi
2500;263;borda;borda tradicional
2501;263;ingrediente 1;tomate
2502;263;ingrediente 2;azeite de oliva
2503;263;ingrediente 3;calabresa
2504;263;ingrediente 4;calabresa
2505;263;ingrediente 5;orégano
2506;263;massa;massa tradicional
2507;263;queijo 1;mussarela
2508;263;queijo 2;provolone
2509;264;bebida;refrigerante
2510;264;borda;borda tradicional
2511;264;ingrediente 1;tomate
2512;264;ingrediente 2;cebola
2513;264;ingrediente 3;calabresa
2514;264;ingrediente 4;azeitona
2515;264;ingrediente 5;orégano
2516;264;massa;massa tradicional
2517;264;queijo 1;mussarela
2518;264;queijo 2;parmesão
2519;265;bebida;água com gás
2520;265;borda;cheddar
2521;265;ingrediente 1;bacon
2522;265;ingrediente 2;frango
2523;265;ingrediente 3;pimenta biquinho
2524;265;ingrediente 4;cebolinha
2525;265;ingrediente 5;cebola caramelizada
2526;265;massa;massa tradicional
2527;265;queijo 1;queijo brie
2528;265;queijo 2;gorgonzola
2529;266;bebida;suco de laranja
2530;266;borda;catupiry
2531;266;ingrediente 1;cebola
2532;266;ingrediente 2;cogumelos
2533;266;ingrediente 3;tomate
2534;266;ingrediente 4;azeitona
2535;266;ingrediente 5;brócolis
2536;266;massa;massa tradicional
2537;266;queijo 1;gorgonzola
2538;266;queijo 2;cheddar
2539;267;bebida;chá gelado
2540;267;borda;cheddar
2541;267;ingrediente 1;tomate
2542;267;ingrediente 2;cogumelos
2543;267;ingrediente 3;presunto
2544;267;ingrediente 4;frango
2545;267;ingrediente 5;carne seca
2546;267;massa;massa tradicional
2547;267;queijo 1;cheddar
2548;267;queijo 2;catupiry
2549;268;bebida;suco de uva
2550;268;borda;cream cheese
2551;268;ingrediente 1;tomate
2552;268;ingrediente 2;pepperoni
2553;268;ingrediente 3;azeitona
2554;268;ingrediente 4;orégano
2555;268;ingrediente 5;cebola caramelizada
2556;268;massa;massa tradicional
2557;268;queijo 1;mussarela
2558;268;queijo 2;parmesão
2559;269;bebida;vinho tinto
2560;269;borda;borda tradicional
2561;269;ingrediente 1;queijo de cabra
2562;269;ingrediente 2;queijo roquefort
2563;269;ingrediente 3;tofu
2564;269;ingrediente 4;calabresa
2565;269;ingrediente 5;cebola caramelizada
2566;269;massa;massa integral
2567;269;queijo 1;gorgonzola
2568;269;queijo 2;queijo coalho
2569;270;bebida;suco de maracujá
2570;270;borda;cheddar
2571;270;ingrediente 1;tomate
2572;270;ingrediente 2;cebola
2573;270;ingrediente 3;bacon
2574;270;ingrediente 4;carne seca
2575;270;ingrediente 5;linguiça calabresa defumada
2576;270;massa;massa grossa
2577;270;queijo 1;catupiry
2578;270;queijo 2;mussarela
2579;271;bebida;chá gelado
2580;271;borda;cream cheese
2581;271;ingrediente 1;pepperoni
2582;271;ingrediente 2;bacon
2583;271;ingrediente 3;cebola caramelizada
2584;271;ingrediente 4;cogumelos
2585;271;ingrediente 5;espinafre
2586;271;massa;massa grossa
2587;271;queijo 1;gorgonzola
2588;271;queijo 2;parmesão
2589;272;bebida;refrigerante
2590;272;borda;cream cheese
2591;272;ingrediente 1;presunto
2592;272;ingrediente 2;palmito
2593;272;ingrediente 3;bacon
2594;272;ingrediente 4;milho
2595;272;ingrediente 5;pimentão assado
2596;272;massa;massa grossa
2597;272;queijo 1;mussarela
2598;272;queijo 2;parmesão
2599;273;bebida;refrigerante
2600;273;borda;borda tradicional
2601;273;ingrediente 1;calabresa
2602;273;ingrediente 2;bacon
2603;273;ingrediente 3;cebolinha
2604;273;ingrediente 4;pimentão
2605;273;ingrediente 5;cebola
2606;273;massa;massa fina
2607;273;queijo 1;mussarela
2608;273;queijo 2;mussarela
2609;274;bebida;refrigerante
2610;274;borda;borda tradicional
2611;274;ingrediente 1;alho
2612;274;ingrediente 2;linguiça calabresa defumada
2613;274;ingrediente 4;palmito
2614;274;massa;massa tradicional
2615;274;queijo 1;cheddar
2616;274;queijo 2;mussarela
2617;275;bebida;água com gás
2618;275;borda;borda tradicional
2619;275;ingrediente 1;rúcula
2620;275;ingrediente 2;nozes
2621;275;ingrediente 3;azeitona
2622;275;massa;massa fina
2623;275;queijo 1;ricota
2624;276;bebida;suco de laranja
2625;276;borda;catupiry
2626;276;ingrediente 1;pepperoni
2627;276;ingrediente 2;frango
2628;276;ingrediente 3;rúcula
2629;276;ingrediente 4;linguiça calabresa defumada
2630;276;ingrediente 5;bacon
2631;276;massa;massa fina
2632;276;queijo 1;gorgonzola
2633;276;queijo 2;provolone
2634;277;bebida;cerveja
2635;277;borda;borda tradicional
2636;277;ingrediente 1;pepperoni
2637;277;ingrediente 2;cebola
2638;277;ingrediente 3;rúcula
2639;277;ingrediente 4;azeitona
2640;277;ingrediente 5;orégano
2641;277;massa;massa fina
2642;277;queijo 1;mussarela
2643;277;queijo 2;parmesão
2644;278;bebida;chá gelado
2645;278;borda;borda tradicional
2646;278;ingrediente 1;brócolis
2647;278;ingrediente 2;cogumelos
2648;278;ingrediente 3;alho
2649;278;ingrediente 4;azeitona
2650;278;massa;massa fina
2651;278;queijo 1;queijo brie
2652;278;queijo 2;parmesão
2653;279;bebida;refrigerante
2654;279;borda;borda tradicional
2655;279;ingrediente 1;calabresa
2656;279;ingrediente 2;brócolis
2657;279;ingrediente 3;frango
2658;279;ingrediente 4;tomate
2659;279;ingrediente 5;pepperoni
2660;279;massa;massa fina
2661;279;queijo 1;mussarela
2662;279;queijo 2;cheddar
2663;280;bebida;suco de abacaxi
2664;280;borda;catupiry
2665;280;ingrediente 1;cogumelos
2666;280;ingrediente 2;azeitona
2667;280;ingrediente 3;orégano
2668;280;ingrediente 4;pepperoni
2669;280;ingrediente 5;cebola
2670;280;massa;massa tradicional
2671;280;queijo 1;parmesão
2672;280;queijo 2;cheddar
2673;281;bebida;cerveja
2674;281;borda;catupiry
2675;281;ingrediente 1;azeitona
2676;281;ingrediente 2;tomate
2677;281;ingrediente 3;pimentão
2678;281;ingrediente 4;bacon
2679;281;ingrediente 5;calabresa
2680;281;massa;massa tradicional
2681;281;queijo 1;cheddar
2682;281;queijo 2;parmesão
2683;282;bebida;refrigerante
2684;282;borda;borda tradicional
2685;282;ingrediente 1;frango
2686;282;ingrediente 2;carne seca
2687;282;ingrediente 3;presunto
2688;282;ingrediente 4;azeitona
2689;282;ingrediente 5;alho-poró
2690;282;massa;massa grossa
2691;282;queijo 1;mussarela
2692;282;queijo 2;provolone
2693;283;bebida;limonada
2694;283;borda;borda tradicional
2695;283;ingrediente 1;rúcula
2696;283;ingrediente 2;cogumelos
2697;283;ingrediente 3;palmito
2698;283;ingrediente 4;presunto
2699;283;ingrediente 5;azeitona
2700;283;massa;massa tradicional
2701;283;queijo 1;mussarela
2702;284;bebida;refrigerante
2703;284;borda;catupiry
2704;284;ingrediente 1;azeitona
2705;284;ingrediente 2;alho
2706;284;ingrediente 3;calabresa
2707;284;ingrediente 4;pimenta calabresa
2708;284;ingrediente 5;cebola
2709;284;massa;massa tradicional
2710;284;queijo 1;mussarela
2711;284;queijo 2;cheddar
2712;285;bebida;refrigerante
2713;285;borda;borda tradicional
2714;285;ingrediente 1;cogumelos
2715;285;ingrediente 2;milho
2716;285;ingrediente 3;bacon
2717;285;ingrediente 4;azeitona
2718;285;massa;massa tradicional
2719;285;queijo 1;mussarela
2720;285;queijo 2;gorgonzola
2721;286;borda;borda tradicional
2722;286;ingrediente 1;cebola
2723;286;ingrediente 2;pepperoni
2724;286;ingrediente 3;orégano
2725;286;massa;massa tradicional
2726;286;queijo 1;mussarela
2727;286;queijo 2;gorgonzola
2728;287;bebida;cerveja
2729;287;borda;borda tradicional
2730;287;ingrediente 1;pepperoni
2731;287;ingrediente 2;alcaparra
2732;287;ingrediente 3;azeite de oliva
2733;287;ingrediente 4;brócolis
2734;287;ingrediente 5;bacon
2735;287;massa;massa fina
2736;287;queijo 1;gorgonzola
2737;287;queijo 2;queijo brie
2738;288;bebida;chá gelado
2739;288;borda;catupiry
2740;288;ingrediente 1;alho
2741;288;ingrediente 2;pepperoni
2742;288;ingrediente 3;tomate
2743;288;ingrediente 4;azeitona
2744;288;ingrediente 5;orégano
2745;288;massa;massa tradicional
2746;288;queijo 1;mussarela
2747;288;queijo 2;gorgonzola
2748;289;bebida;suco de maracujá
2749;289;borda;borda tradicional
2750;289;ingrediente 1;pepperoni
2751;289;ingrediente 2;bacon
2752;289;ingrediente 3;frango
2753;289;ingrediente 4;orégano
2754;289;ingrediente 5;linguiça
2755;289;massa;massa fina
2756;289;queijo 1;mussarela
2757;289;queijo 2;queijo brie
2758;290;bebida;chá gelado
2759;290;borda;cream cheese
2760;290;ingrediente 1;calabresa
2761;290;ingrediente 2;bacon
2762;290;ingrediente 3;palmito
2763;290;ingrediente 4;queijo gouda
2764;290;ingrediente 5;cebola
2765;290;massa;massa tradicional
2766;290;queijo 1;mussarela
2767;290;queijo 2;catupiry
2768;291;bebida;vinho tinto
2769;291;borda;catupiry
2770;291;ingrediente 1;calabresa
2771;291;ingrediente 2;presunto
2772;291;ingrediente 3;tomate
2773;291;ingrediente 4;cebola
2774;291;ingrediente 5;rúcula
2775;291;massa;massa fina
2776;291;queijo 1;mussarela
2777;291;queijo 2;catupiry
2778;292;bebida;vinho tinto
2779;292;borda;catupiry
2780;292;ingrediente 1;pepperoni
2781;292;ingrediente 2;bacon
2782;292;ingrediente 3;orégano
2783;292;massa;massa tradicional
2784;292;queijo 1;mussarela
2785;292;queijo 2;catupiry
2786;293;bebida;vinho tinto
2787;293;borda;borda tradicional
2788;293;ingrediente 1;queijo gouda
2789;293;ingrediente 2;azeitona
2790;293;ingrediente 3;tomate seco
2791;293;ingrediente 4;orégano
2792;293;ingrediente 5;azeite de oliva
2793;293;massa;massa tradicional
2794;293;queijo 1;gorgonzola
2795;293;queijo 2;mussarela
2796;294;bebida;vinho tinto
2797;294;borda;catupiry
2798;294;ingrediente 1;bacon
2799;294;ingrediente 2;queijo cheddar
2800;294;ingrediente 3;queijo coalho grelhado
2801;294;ingrediente 4;cogumelos
2802;294;ingrediente 5;pepperoni
2803;294;massa;massa fina
2804;294;queijo 1;mussarela
2805;294;queijo 2;gorgonzola
2806;295;bebida;refrigerante
2807;295;borda;catupiry
2808;295;ingrediente 1;pimentão
2809;295;ingrediente 2;cebola
2810;295;ingrediente 3;carne seca
2811;295;ingrediente 4;orégano
2812;295;massa;massa fina
2813;295;queijo 1;mussarela
2814;295;queijo 2;cheddar
2815;296;bebida;suco de laranja
2816;296;borda;cheddar
2817;296;ingrediente 1;azeite de oliva
2818;296;ingrediente 2;abobrinha
2819;296;ingrediente 3;cebola
2820;296;ingrediente 4;alho
2821;296;ingrediente 5;presunto
2822;296;massa;massa fina
2823;296;queijo 1;cheddar
2824;296;queijo 2;provolone
2825;297;bebida;vinho tinto
2826;297;borda;catupiry
2827;297;ingrediente 1;cogumelos
2828;297;ingrediente 2;picles
2829;297;ingrediente 3;azeitona
2830;297;ingrediente 4;alho
2831;297;ingrediente 5;brócolis
2832;297;massa;massa tradicional
2833;297;queijo 1;queijo coalho
2834;297;queijo 2;mussarela
2835;298;bebida;chá gelado
2836;298;borda;catupiry
2837;298;ingrediente 1;rúcula
2838;298;ingrediente 2;palmito
2839;298;ingrediente 3;alcaparra
2840;298;ingrediente 4;pimentão
2841;298;ingrediente 5;cogumelos
2842;298;massa;massa integral
2843;298;queijo 1;mussarela
2844;298;queijo 2;provolone
2845;299;bebida;refrigerante
2846;299;borda;borda tradicional
2847;299;ingrediente 1;pepperoni
2848;299;ingrediente 2;tomate
2849;299;massa;massa tradicional
2850;299;queijo 1;mussarela
2851;300;bebida;chá gelado
2852;300;borda;catupiry
2853;300;ingrediente 1;calabresa
2854;300;ingrediente 2;bacon
2855;300;ingrediente 3;tomate seco
2856;300;ingrediente 5;pimenta biquinho
2857;300;massa;massa grossa
2858;300;queijo 1;mussarela
2859;300;queijo 2;mussarela
2860;301;bebida;refrigerante
2861;301;borda;cream cheese
2862;301;ingrediente 1;pepperoni
2863;301;ingrediente 2;azeitona
2864;301;ingrediente 3;berinjela
2865;301;ingrediente 4;bacon
2866;301;ingrediente 5;cebola caramelizada
2867;301;massa;massa tradicional
2868;301;queijo 1;gorgonzola
2869;301;queijo 2;provolone
2870;302;bebida;suco de laranja
2871;302;borda;cheddar
2872;302;ingrediente 1;carne seca
2873;302;ingrediente 2;presunto
2874;302;ingrediente 3;bacon
2875;302;ingrediente 4;calabresa
2876;302;ingrediente 5;abacaxi
2877;302;massa;massa fina
2878;302;queijo 1;mussarela
2879;302;queijo 2;cheddar
2880;303;bebida;chá gelado
2881;303;borda;catupiry
2882;303;ingrediente 1;carne seca
2883;303;ingrediente 2;cebola
2884;303;ingrediente 3;pepperoni
2885;303;ingrediente 4;pimentão
2886;303;ingrediente 5;tomate
2887;303;massa;massa tradicional
2888;303;queijo 1;mussarela
2889;303;queijo 2;cheddar
2890;304;bebida;cerveja
2891;304;borda;borda tradicional
2892;304;ingrediente 1;tomate
2893;304;ingrediente 2;azeitona
2894;304;ingrediente 3;cogumelos
2895;304;ingrediente 4;cebola
2896;304;ingrediente 5;presunto
2897;304;massa;massa fina
2898;304;queijo 1;parmesão
2899;304;queijo 2;mussarela
2900;305;bebida;suco de laranja
2901;305;borda;catupiry
2902;305;ingrediente 1;linguiça calabresa defumada
2903;305;ingrediente 2;frango
2904;305;ingrediente 3;milho
2905;305;ingrediente 4;espinafre
2906;305;ingrediente 5;bacon
2907;305;massa;massa tradicional
2908;305;queijo 1;mussarela
2909;305;queijo 2;cheddar
2910;306;bebida;limonada
2911;306;borda;cream cheese
2912;306;ingrediente 1;bacon
2913;306;ingrediente 2;calabresa
2914;306;ingrediente 3;camarão
2915;306;ingrediente 4;ovo
2916;306;ingrediente 5;presunto
2917;306;massa;massa fina
2918;306;queijo 1;parmesão
2919;306;queijo 2;catupiry
2920;307;bebida;refrigerante
2921;307;borda;catupiry
2922;307;ingrediente 1;pepperoni
2923;307;ingrediente 2;frango
2924;307;ingrediente 3;calabresa
2925;307;ingrediente 4;queijo coalho grelhado
2926;307;ingrediente 5;linguiça calabresa defumada
2927;307;massa;massa tradicional
2928;307;queijo 1;mussarela
2929;307;queijo 2;gorgonzola
2930;308;bebida;suco de laranja
2931;308;borda;catupiry
2932;308;ingrediente 1;presunto
2933;308;ingrediente 2;calabresa
2934;308;ingrediente 3;tomate
2935;308;ingrediente 4;orégano
2936;308;ingrediente 5;azeitona
2937;308;massa;massa fina
2938;308;queijo 1;mussarela
2939;308;queijo 2;catupiry
2940;309;bebida;suco de laranja
2941;309;borda;borda tradicional
2942;309;ingrediente 1;cogumelos
2943;309;ingrediente 2;palmito
2944;309;ingrediente 3;cebola caramelizada
2945;309;ingrediente 4;palmito
2946;309;ingrediente 5;tomate
2947;309;massa;massa grossa
2948;309;queijo 1;provolone
2949;309;queijo 2;parmesão
2950;310;bebida;água com gás
2951;310;borda;catupiry
2952;310;ingrediente 1;cogumelos
2953;310;ingrediente 2;bacon
2954;310;ingrediente 3;calabresa
2955;310;ingrediente 4;alho
2956;310;ingrediente 5;cebola caramelizada
2957;310;massa;massa tradicional
2958;310;queijo 1;mussarela
2959;310;queijo 2;gorgonzola
2960;311;bebida;suco de uva
2961;311;borda;catupiry
2962;311;ingrediente 1;azeite de oliva
2963;311;ingrediente 2;alho
2964;311;ingrediente 3;bacon
2965;311;massa;massa grossa
2966;311;queijo 1;mussarela
2967;312;bebida;cerveja
2968;312;borda;catupiry
2969;312;ingrediente 1;cebola
2970;312;ingrediente 2;tomate
2971;312;ingrediente 3;azeitona
2972;312;ingrediente 4;pimentão
2973;312;ingrediente 5;calabresa
2974;312;massa;massa tradicional
2975;312;queijo 1;catupiry
2976;312;queijo 2;gorgonzola
2977;313;bebida;vinho tinto
2978;313;borda;borda tradicional
2979;313;ingrediente 1;tomate
2980;313;ingrediente 2;azeitona
2981;313;ingrediente 3;azeite de oliva
2982;313;ingrediente 4;salsinha
2983;313;ingrediente 5;calabresa
2984;313;massa;massa fina
2985;313;queijo 1;mussarela
2986;313;queijo 2;parmesão
2987;314;bebida;refrigerante
2988;314;borda;borda tradicional
2989;314;ingrediente 1;queijo gouda
2990;314;ingrediente 2;calabresa
2991;314;ingrediente 3;pimenta calabresa
2992;314;ingrediente 4;calabresa
2993;314;ingrediente 5;queijo gouda
2994;314;massa;massa fina
2995;314;queijo 1;mussarela
2996;314;queijo 2;gorgonzola
2997;315;bebida;suco de maracujá
2998;315;borda;borda tradicional
2999;315;ingrediente 1;cogumelos
3000;315;ingrediente 2;pimentão
3001;315;ingrediente 3;azeitona
3002;315;ingrediente 4;frango
3003;315;ingrediente 5;alho
3004;315;massa;massa tradicional
3005;315;queijo 1;catupiry
3006;315;queijo 2;cheddar
3007;316;borda;catupiry
3008;316;ingrediente 1;milho
3009;316;ingrediente 2;carne seca
3010;316;ingrediente 3;cogumelos
3011;316;ingrediente 4;pepperoni
3012;316;ingrediente 5;orégano
3013;316;massa;massa tradicional
3014;316;queijo 1;provolone
3015;316;queijo 2;parmesão
3016;317;bebida;suco de laranja
3017;317;borda;borda tradicional
3018;317;ingrediente 1;bacon
3019;317;ingrediente 2;ovo
3020;317;ingrediente 3;linguiça calabresa defumada
3021;317;ingrediente 4;milho
3022;317;ingrediente 5;ervilha
3023;317;massa;massa grossa
3024;317;queijo 1;mussarela
3025;317;queijo 2;provolone
3026;318;bebida;água com gás
3027;318;borda;borda tradicional
3028;318;ingrediente 1;linguiça
3029;318;ingrediente 2;cebola
3030;318;ingrediente 3;cogumelos
3031;318;ingrediente 4;rúcula
3032;318;ingrediente 5;tomate seco
3033;318;massa;massa fina
3034;318;queijo 1;gorgonzola
3035;318;queijo 2;queijo brie
3036;319;bebida;cerveja
3037;319;borda;borda tradicional
3038;319;ingrediente 1;tomate
3039;319;ingrediente 2;pimenta biquinho
3040;319;ingrediente 3;calabresa
3041;319;ingrediente 4;bacon
3042;319;ingrediente 5;cebola caramelizada
3043;319;massa;massa fina
3044;319;queijo 1;parmesão
3045;319;queijo 2;gorgonzola
3046;320;bebida;suco de maracujá
3047;320;borda;borda tradicional
3048;320;ingrediente 1;tomate
3049;320;ingrediente 2;pimentão assado
3050;320;ingrediente 3;cogumelos
3051;320;ingrediente 4;cogumelos
3052;320;ingrediente 5;azeitona
3053;320;massa;massa fina
3054;320;queijo 1;mussarela
3055;320;queijo 2;mussarela
3056;321;bebida;cerveja
3057;321;borda;borda tradicional
3058;321;ingrediente 1;pepperoni
3059;321;ingrediente 2;alho
3060;321;ingrediente 3;azeitona
3061;321;ingrediente 4;orégano
3062;321;ingrediente 5;cebola
3063;321;massa;massa fina
3064;321;queijo 1;mussarela
3065;321;queijo 2;parmesão
3066;322;bebida;água com gás
3067;322;borda;borda tradicional
3068;322;ingrediente 1;palmito
3069;322;massa;massa fina
3070;322;queijo 1;mussarela
3071;322;queijo 2;parmesão
3072;323;bebida;suco de laranja
3073;323;borda;borda tradicional
3074;323;ingrediente 1;calabresa
3075;323;ingrediente 2;mel
3076;323;massa;massa tradicional
3077;323;queijo 1;mussarela
3078;323;queijo 2;gorgonzola
3079;324;bebida;vinho tinto
3080;324;borda;borda tradicional
3081;324;ingrediente 1;carne seca
3082;324;ingrediente 2;cogumelos
3083;324;ingrediente 3;pepperoni
3084;324;ingrediente 4;espinafre
3085;324;ingrediente 5;azeitona
3086;324;massa;massa tradicional
3087;324;queijo 1;mussarela
3088;324;queijo 2;queijo coalho
3089;325;bebida;refrigerante
3090;325;borda;cream cheese
3091;325;ingrediente 1;pepperoni
3092;325;ingrediente 2;tomate seco
3093;325;ingrediente 3;alho
3094;325;ingrediente 4;azeite de oliva
3095;325;ingrediente 5;carne seca
3096;325;massa;massa tradicional
3097;325;queijo 1;gorgonzola
3098;325;queijo 2;queijo coalho
3099;326;bebida;refrigerante
3100;326;borda;catupiry
3101;326;ingrediente 1;presunto
3102;326;ingrediente 2;calabresa
3103;326;ingrediente 3;tomate seco
3104;326;ingrediente 4;palmito
3105;326;ingrediente 5;cebola
3106;326;massa;massa tradicional
3107;326;queijo 1;mussarela
3108;326;queijo 2;catupiry
3109;327;bebida;cerveja
3110;327;borda;catupiry
3111;327;ingrediente 1;pimentão
3112;327;ingrediente 2;alho
3113;327;ingrediente 3;anchova
3114;327;ingrediente 4;alcaparra
3115;327;ingrediente 5;azeitona
3116;327;massa;massa integral
3117;327;queijo 1;provolone
3118;327;queijo 2;gorgonzola
3119;328;bebida;refrigerante
3120;328;borda;borda tradicional
3121;328;ingrediente 1;cebola
3122;328;ingrediente 2;bacon
3123;328;ingrediente 3;calabresa
3124;328;ingrediente 4;tomate
3125;328;ingrediente 5;cebola
3126;328;massa;massa fina
3127;328;queijo 1;queijo brie
3128;328;queijo 2;catupiry
3129;329;bebida;refrigerante
3130;329;borda;borda tradicional
3131;329;ingrediente 1;tomate
3132;329;ingrediente 2;alho
3133;329;ingrediente 3;frango
3134;329;ingrediente 4;bacon
3135;329;ingrediente 5;camarão
3136;329;massa;massa fina
3137;329;queijo 1;cheddar
3138;329;queijo 2;parmesão
3139;330;bebida;suco de abacaxi
3140;330;borda;catupiry
3141;330;ingrediente 1;cogumelos
3142;330;ingrediente 2;brócolis
3143;330;ingrediente 3;bacon
3144;330;ingrediente 4;tomate seco
3145;330;ingrediente 5;alho-poró
3146;330;massa;massa tradicional
